record_id,date,crop_type,soil_type,area_sqm,current_moisture_pct,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,days_since_last_irrigation,evapotranspiration_mm_day,crop_coefficient_kc,predicted_moisture_24h_pct,recommended_water_mm,irrigation_required,urgency,confidence,next_irrigation_hours,weather_condition,target_moisture_pct,water_saved_vs_fixed_ml
1859,2025-02-21,Rice,Clay Loam,2816.77,39.71,14.78,84,0,3.96,4.55,0.5,1.01,36.59,30.73,1,high,0.79,0,Sunny,75,30.31
1860,2025-02-21,Rice,Peat Mix,10524.65,79.04,19.26,43.74,0,5.77,0.72,0.5,1.1,77.44,0,0,low,0.72,72,Sunny,75,196.28
1861,2025-02-21,Cotton,Sandy Loam,17770.53,28.9,16.51,75.07,0,15.77,2.31,0.5,0.91,27.34,14.13,0,medium,0.73,72,Sunny,45,192.45
1862,2025-02-21,Cotton,Sandy,8483.9,31.42,18.8,77.49,4.36,19.72,8.61,0.5,0.89,25.89,15.29,0,medium,0.8,72,Light Rain,45,33.94
1863,2025-02-21,Cotton,Loamy,15204.67,36.12,19.64,63.64,7.26,4.69,6.21,0.5,0.85,32.83,9.74,0,low,0.79,72,Light Rain,45,288.28
1864,2025-02-21,Cotton,Clay,4057.86,22.46,14.13,64.58,4.1,21.99,4.1,0.5,0.83,20.4,19.68,1,high,0.73,0,Light Rain,45,27.96
1865,2025-02-21,Cotton,Peat Mix,1360.36,26.46,21.83,58.78,0,2.36,5.36,0.5,0.94,21.67,18.66,1,high,0.84,49,Partly Cloudy,45,8.88
1866,2025-02-22,Wheat,Sandy,18036.84,20.51,21.65,48.36,0,6.79,6.48,0.5,0.96,14.49,28.41,1,critical,0.84,0,Partly Cloudy,50,179.29
1867,2025-02-22,Wheat,Sandy Loam,2771.82,44.92,13.5,69.72,6.46,19.08,2,0.5,0.76,45.4,3.68,0,low,0.75,72,Light Rain,50,60.23
1868,2025-02-22,Wheat,Peat Mix,18152.36,28.27,15.33,81.05,5.43,16.75,2.14,0.5,0.71,28.69,17.05,1,high,0.71,0,Light Rain,50,108.37
1869,2025-02-22,Wheat,Sandy Loam,18845.8,65.55,22.53,60.23,0,17.77,9.24,0.5,0.93,57.68,0,0,low,0.75,72,Clear,50,533.15
1870,2025-02-22,Tomato,Sandy,7217.65,24.61,18.3,44,4.03,22.51,1.41,0.5,1.07,23.56,33.15,1,critical,0.85,0,Light Rain,65,83.72
1871,2025-02-22,Tomato,Loamy,7031.17,45,22.59,39.28,0,15.47,2.36,0.5,1.08,41.8,18.56,0,medium,0.81,72,Clear,65,0
1872,2025-02-22,Tomato,Sandy,9880.21,35.61,21.67,79.09,0,6.24,3.74,0.5,0.96,32.71,25.83,1,high,0.71,0,Partly Cloudy,65,89.32
1873,2025-02-22,Tomato,Clay Loam,2854.59,53.01,14.09,84.38,0,23.61,3.21,0.5,1.05,50.96,11.23,0,low,0.7,72,Sunny,65,13.96
1874,2025-02-22,Tomato,Clay,6411.04,42.26,17.48,74.7,0,13.37,2.34,0.5,0.97,40.54,19.57,0,medium,0.82,72,Sunny,65,0
1875,2025-02-22,Tomato,Clay Loam,4981.82,54.46,13.24,47.31,11.71,6.35,8.83,0.5,0.99,49.84,12.13,0,low,0.78,72,Heavy Rain,65,50.91
1876,2025-02-22,Corn,Loamy,11517.27,36.4,14.75,75.11,17.88,14.61,6.47,0.5,0.82,36.18,15.06,0,medium,0.77,52,Heavy Rain,55,95.71
1877,2025-02-22,Corn,Clay Loam,1103.71,52,20.96,82.44,0,15.49,8.6,0.5,0.95,45.36,7.71,0,low,0.74,72,Overcast,55,24.4
1878,2025-02-22,Corn,Sandy Loam,1988.8,74.25,12.37,59.52,0,4.12,0.55,0.5,0.92,73.83,0,0,low,0.76,72,Sunny,55,54.43
1879,2025-02-22,Potato,Loamy,12946.05,46.37,20.39,54.78,9.4,20.1,5.82,0.5,0.86,43.61,17.11,1,high,0.82,49,Heavy Rain,65,77.55
1880,2025-02-22,Potato,Peat Mix,12750.91,67.55,14.82,39.96,1.87,22.21,7.49,0.5,0.86,61.41,2.87,0,low,0.75,72,Light Rain,65,274.78
1881,2025-02-22,Potato,Sandy,3192.09,36.1,17.29,74.88,5.56,11.82,4.42,0.5,0.84,34.29,24.57,1,high,0.75,0,Light Rain,65,27.45
1882,2025-02-22,Soybean,Loamy,15006.26,68.19,20.37,46.42,18.73,19.34,1.38,0.5,0.71,71.26,0,0,low,0.71,72,Heavy Rain,55,320.68
1883,2025-02-22,Soybean,Clay,2576,56.45,14.49,42.48,0,9.17,2.86,0.5,0.9,53.59,1.13,0,low,0.73,72,Overcast,55,41.14
1884,2025-02-22,Soybean,Sandy,3218.68,35.41,20.77,42.6,0,5.31,2.31,0.5,0.9,32.68,17.86,0,medium,0.76,72,Clear,55,13.04
1885,2025-02-22,Soybean,Clay Loam,3890.82,46.38,21.44,59.73,0,11.17,7.83,0.5,0.78,39.86,12.11,0,low,0.7,72,Partly Cloudy,55,39.38
1886,2025-02-22,Soybean,Loamy,6333.18,65.68,20.52,41.13,0,17.52,9.22,0.5,0.81,57.5,0,0,low,0.77,72,Overcast,55,95.5
1887,2025-02-22,Vegetables,Loamy,1043.43,47.74,16.87,79.29,13.13,20.9,9.79,0.5,0.99,43.49,17.21,0,medium,0.85,72,Heavy Rain,65,9.39
1888,2025-02-22,Vegetables,Sandy,12450.31,38.14,20.54,81.45,0,18.79,7.61,0.5,1,32.22,26.22,1,high,0.75,0,Overcast,65,114.29
1889,2025-02-22,Vegetables,Peat Mix,16980.76,60.67,12.4,44.16,0,17.56,1.9,0.5,1.05,58.54,5.17,0,low,0.79,72,Sunny,65,204.79
1890,2025-02-22,Vegetables,Sandy Loam,1471.98,38.84,17.06,47.77,0,24.56,6.08,0.5,0.95,33.37,25.3,1,high,0.73,0,Overcast,65,13.04
1891,2025-02-22,Rice,Sandy Loam,12825.89,40.37,13.08,71.24,3.43,15.21,0.62,0.5,1.17,40.75,27.4,1,high,0.71,0,Light Rain,75,123
1892,2025-02-22,Rice,Sandy,5137.53,88.04,23.67,74.78,13.5,7.12,3.18,0.5,1.13,88.52,0,0,low,0.74,72,Heavy Rain,75,89.44
1893,2025-02-22,Rice,Clay Loam,9554.92,88.14,16.03,53.04,0,5.75,2.73,0.5,1.05,85.43,0,0,low,0.82,72,Partly Cloudy,75,144.37
1894,2025-02-22,Rice,Sandy Loam,16351.58,48.7,17.34,61.21,5.22,8.36,6.44,0.5,1.13,44.41,24.47,1,high,0.73,0,Light Rain,75,139.97
1895,2025-02-22,Rice,Clay Loam,15266.96,58.31,16.15,46.55,2.04,2.96,8.19,0.5,1.19,51.37,18.9,1,high,0.82,0,Light Rain,75,101.07
1896,2025-02-22,Rice,Sandy Loam,19133.49,77.03,17.64,42.45,0,14.67,5.53,0.5,1,71.75,2.6,0,medium,0.83,72,Partly Cloudy,75,436.24
1897,2025-02-22,Cotton,Sandy,16301.99,56.72,11.33,80.14,0,7.52,7.9,0.5,0.94,51.06,0,0,low,0.82,72,Clear,45,483.19
1898,2025-02-22,Cotton,Clay,16638.62,49.79,13.1,56.47,0,21,3.36,0.5,0.94,46.97,0,0,low,0.84,72,Clear,45,292.01
1899,2025-02-22,Cotton,Loamy,13290.11,57.72,17.8,78.03,0,3.78,4.35,0.5,0.93,54.53,0,0,low,0.78,72,Overcast,45,276.04
1900,2025-02-22,Cotton,Clay Loam,3213.21,52.76,23.19,35.39,0,9.15,2.86,0.55,0.91,49.13,0,0,low,0.84,72,Clear,45,57.36
1901,2025-02-22,Cotton,Sandy Loam,1862.79,33.06,18.9,72.69,0,9.62,0.08,0.5,0.95,33.04,9.57,0,low,0.84,72,Overcast,45,12.44
1902,2025-02-22,Cotton,Clay,1654.29,54.51,14.74,47.24,0,20.75,7.74,0.5,1,47.75,0,0,low,0.84,72,Overcast,45,25.96
1903,2025-02-23,Wheat,Peat Mix,14840.45,50.52,21.13,85.06,0,21.27,0.21,0.5,0.81,50.83,0,0,low,0.82,72,Clear,50,323.67
1904,2025-02-23,Wheat,Peat Mix,13384.22,21.33,23.63,82.39,0,9,5.78,0.5,0.84,16.95,26.44,1,critical,0.82,0,Partly Cloudy,50,123.8
1905,2025-02-23,Wheat,Clay,16999.92,51.9,22.79,82.13,0,4.33,6.67,0.5,0.74,46.96,2.43,0,low,0.76,72,Partly Cloudy,50,224.4
1906,2025-02-23,Wheat,Sandy Loam,8590.3,61.03,22.97,63.6,0,4.07,3.99,0.5,0.91,57.46,0,0,low,0.76,72,Clear,50,246.2
1907,2025-02-23,Tomato,Sandy,17131.79,44.79,18.81,78.21,0,5.55,9.34,0.5,1.06,37.4,22.08,1,high,0.73,72,Partly Cloudy,65,132.43
1908,2025-02-23,Tomato,Sandy,8070.97,38.98,15.53,44.38,0,12.37,4.52,0.5,1,34.67,24.26,1,high,0.77,0,Overcast,65,68.52
1909,2025-02-23,Tomato,Loamy,19793.74,57.18,23.18,48.04,0,7.38,5.02,0.5,1.06,52.12,10.3,0,low,0.78,72,Sunny,65,180.32
1910,2025-02-23,Tomato,Sandy Loam,10376.68,79.77,14.56,62.06,17.37,4.79,1.7,0.5,0.92,82.74,0,0,low,0.71,72,Heavy Rain,65,157.62
1911,2025-02-23,Tomato,Loamy,11941.41,25.73,12.56,35.63,11.07,5.48,6.11,0.5,0.98,22.83,33.74,1,critical,0.85,0,Heavy Rain,65,141.03
1912,2025-02-23,Tomato,Clay Loam,7279.28,27.28,23.35,42.7,0,4.3,1.73,0.5,1.06,24.68,32.26,1,high,0.76,0,Overcast,65,82.18
1913,2025-02-23,Corn,Clay,10917.58,57.19,19.33,84.76,21.34,3.96,1.7,0.5,0.97,61.53,0,0,low,0.75,72,Heavy Rain,55,243.68
1914,2025-02-23,Corn,Sandy,13162.27,45.27,13.36,50.74,0,11.43,1.69,0.5,0.96,43.57,9.14,0,low,0.75,72,Clear,55,237.84
1915,2025-02-23,Corn,Loamy,5839.94,48.37,14.35,56.06,5.83,21.76,1.81,0.5,0.81,48.33,5.34,0,low,0.73,72,Light Rain,55,96.13
1916,2025-02-23,Corn,Clay Loam,4263.94,72.63,12.77,71.13,17.77,3.97,6.9,0.5,0.87,71.96,0,0,low,0.71,72,Heavy Rain,55,104.77
1917,2025-02-23,Corn,Sandy,18242.7,46.76,22.76,41.27,0,23.61,9.93,0.5,0.94,37.74,13.81,0,medium,0.74,72,Sunny,55,158.16
1918,2025-02-23,Potato,Clay Loam,2234.83,37.35,19.9,41.52,22.74,20.8,6.97,0.5,0.91,36.57,22.74,1,high,0.74,0,Heavy Rain,65,17.79
1919,2025-02-23,Potato,Loamy,10310.99,34.75,23.92,69.61,0,4.66,0.2,0.5,0.87,34.39,24.49,1,high,0.7,0,Sunny,65,88.37
1920,2025-02-23,Potato,Clay Loam,6848.18,34.42,16.44,37.51,0,20.43,6.46,0.5,0.92,28.41,29.27,1,high,0.79,0,Clear,65,70.13
1921,2025-02-23,Soybean,Sandy Loam,16812.21,42.98,15.42,60.15,0,2.3,0.31,0.5,0.87,42.68,9.86,0,low,0.85,72,Clear,55,308.84
1922,2025-02-23,Soybean,Sandy,5602.84,57.05,12.41,42.96,17.96,12.94,8.88,0.5,0.88,54,0.8,0,low,0.81,72,Heavy Rain,55,97.04
1923,2025-02-23,Soybean,Sandy,7179.4,49.01,20.02,40.25,20.79,11.64,2.98,0.5,0.86,50.96,3.23,0,low,0.76,72,Heavy Rain,55,185.52
1924,2025-02-23,Soybean,Sandy Loam,12339.73,47.97,20.56,80.51,0,21.11,0.82,0.5,0.88,47.6,5.92,0,low,0.84,72,Clear,55,116.86
1925,2025-02-23,Soybean,Clay Loam,16660.37,45.34,11.83,52.86,0,5.86,8.29,0.5,0.88,38.6,13.12,0,low,0.83,72,Clear,55,224.91
1926,2025-02-23,Soybean,Sandy,18006.64,38.15,15.25,40.17,0,5.06,0.96,0.5,0.83,36.79,14.57,0,low,0.83,72,Clear,55,135.77
1927,2025-02-23,Vegetables,Sandy Loam,3585.88,51.48,20.56,77.27,0,4.59,3.64,0.5,1.04,48.56,13.15,0,low,0.76,72,Overcast,65,16.5
1928,2025-02-23,Vegetables,Peat Mix,2538.46,74.28,11.51,58.84,4.29,18.5,1.08,0.5,0.91,74.54,0,0,low,0.7,72,Light Rain,65,70.47
1929,2025-02-23,Vegetables,Clay Loam,7564.21,46.93,16.48,69.19,0,10.59,7.23,0.5,1.03,41.11,19.11,0,medium,0.82,72,Sunny,65,63.62
1930,2025-02-23,Vegetables,Clay,8567.88,63.22,12.41,46.55,0,10.21,3.9,0.5,0.94,59.7,4.24,0,low,0.72,72,Clear,65,192.52
1931,2025-02-23,Vegetables,Sandy Loam,5081.52,63.98,23.32,43.06,0,14.72,0.03,0.5,1.09,62.72,1.82,0,low,0.83,72,Partly Cloudy,65,104.93
1932,2025-02-23,Vegetables,Sandy Loam,18677.86,52.56,13.2,51.78,0,8.42,4.18,0.5,0.99,48.87,12.9,0,low,0.73,72,Overcast,65,82.93
1933,2025-02-23,Rice,Sandy Loam,11013.41,46.38,18.72,56.26,2.82,14.75,6.89,0.5,1.19,40.84,27.33,1,high,0.74,0,Light Rain,75,105.4
1934,2025-02-23,Rice,Clay Loam,14410.71,35.07,19.9,83.43,0,9.21,0.33,0.5,1.07,34.98,32.02,1,critical,0.71,0,Partly Cloudy,75,161.54
1935,2025-02-23,Rice,Clay,4264.59,41.84,19.9,52.54,15.49,16.61,6.9,0.5,1.17,39.31,28.55,1,high,0.75,0,Heavy Rain,75,42.6
1936,2025-02-23,Rice,Loamy,19704.77,37.77,17.68,36.1,0,17.43,2.31,0.5,1.11,34.73,32.22,1,critical,0.78,0,Clear,75,222.27
1937,2025-02-23,Rice,Sandy Loam,7372.68,88.3,23.22,62.49,0,18.15,5.82,0.5,1.17,82.9,0,0,low,0.81,72,Sunny,75,153.57
1938,2025-02-23,Cotton,Peat Mix,16178.75,15.22,12.73,50.28,17.67,13.11,9.26,0.5,0.88,12,26.4,1,critical,0.77,0,Heavy Rain,45,149.49
1939,2025-02-23,Cotton,Sandy,3972.57,49.51,17.13,74.84,22.46,21.83,3.38,0.5,0.95,52.62,0,0,low,0.78,72,Heavy Rain,45,105.59
1940,2025-02-23,Cotton,Clay Loam,19430.86,35.6,15.7,45.37,7.44,9.19,7.25,0.5,0.98,31.01,11.19,0,low,0.71,72,Light Rain,45,129.6
1941,2025-02-24,Wheat,Peat Mix,8727.9,16.81,20.09,86.48,1.14,22.59,6.27,0.5,0.71,12.78,29.78,1,critical,0.73,0,Light Rain,50,90.94
1942,2025-02-24,Wheat,Peat Mix,7829.28,48.61,21.4,59.6,0,10.63,1.62,0.5,0.81,47.02,2.38,0,low,0.79,72,Sunny,50,127.15
1943,2025-02-24,Wheat,Peat Mix,16731.21,55.26,11.37,77.54,0,5.74,3.67,0.5,0.96,52.88,0,0,low,0.79,72,Partly Cloudy,50,269.71
1944,2025-02-24,Wheat,Clay Loam,5840.98,68.07,12.24,67.88,0,9.28,7.71,0.5,0.81,62.31,0,0,low,0.82,72,Sunny,50,136.5
1945,2025-02-24,Tomato,Loamy,11642.38,30.3,16.28,62.33,0,7.88,5.62,0.5,1,25.61,31.51,1,high,0.72,0,Sunny,65,128.42
1946,2025-02-24,Tomato,Sandy Loam,3769.95,74.11,21.32,81.31,8.09,16.76,3.93,0.5,1.09,73,0,0,low,0.84,72,Heavy Rain,65,61.45
1947,2025-02-24,Tomato,Peat Mix,4952.5,31.75,12.49,66.87,24.48,20.14,8.57,0.5,1.07,31.06,27.15,1,high,0.75,0,Heavy Rain,65,47.05
1948,2025-02-24,Corn,Peat Mix,4330.42,55.52,23.52,56.27,0,13.53,8.76,0.5,0.84,47.97,5.62,0,low,0.83,72,Partly Cloudy,55,86.31
1949,2025-02-24,Corn,Clay Loam,11593.58,42.79,18.49,65.55,0,15.22,6.73,0.5,0.93,37.29,14.17,0,medium,0.83,72,Sunny,55,96.23
1950,2025-02-24,Corn,Sandy,9747.33,66.96,15.65,63.27,0,22.68,5.67,0.5,0.99,62.3,0,0,low,0.75,72,Sunny,55,255.96
1951,2025-02-24,Corn,Sandy Loam,14136.76,57.07,19.57,71.69,0,10.13,9.79,0.5,0.81,49.4,4.48,0,low,0.71,72,Clear,55,284.29
1952,2025-02-24,Corn,Loamy,14409.37,49.64,19.86,83.81,0,18.33,0.93,0.5,0.9,49.29,4.57,0,low,0.84,72,Clear,55,251.44
1953,2025-02-24,Corn,Clay Loam,8979.79,52.83,14.73,79.95,0,11.89,8.29,0.5,0.84,46.81,6.55,0,low,0.72,72,Clear,55,141.16
1954,2025-02-24,Potato,Loamy,4804.58,27.21,18.45,43.84,0,16.6,6.36,0.5,0.84,21.46,34.83,1,critical,0.75,0,Sunny,65,58.57
1955,2025-02-24,Potato,Clay Loam,19544.81,42.54,20.6,75.88,0,18.27,9.47,0.5,0.91,35.07,23.94,1,high,0.77,0,Partly Cloudy,65,163.79
1956,2025-02-24,Potato,Loamy,16883.21,31.58,16.08,38.11,0,2.11,6.73,0.5,0.93,25.37,31.7,1,critical,0.84,0,Clear,65,187.4
1957,2025-02-24,Potato,Clay,11233.46,72.55,15.7,51.65,0,4.36,8.98,0.5,0.86,65.06,0,0,low,0.83,72,Overcast,65,294.2
1958,2025-02-24,Potato,Sandy Loam,10519.49,56.09,13.97,36.57,0,17.72,5.41,0.5,0.82,51.14,11.09,0,medium,0.82,72,Partly Cloudy,65,195.56
1959,2025-02-24,Potato,Sandy,18295.52,48.4,18.27,41.75,0,6.2,3.56,0.5,0.86,44.82,16.14,1,high,0.77,72,Overcast,65,103.37
1960,2025-02-24,Soybean,Clay Loam,6420.41,67.97,19.88,64.46,0,5.37,7.54,0.5,0.82,61.85,0,0,low,0.8,72,Partly Cloudy,55,101.06
1961,2025-02-24,Soybean,Sandy,19915.88,34.28,12.12,44.99,0,8.75,5.86,0.5,0.9,29.21,20.63,1,high,0.7,72,Clear,55,143.79
1962,2025-02-24,Soybean,Sandy Loam,13260.36,66.99,12.65,73.26,17.7,11.69,9.03,0.5,0.86,64.68,0,0,low,0.78,72,Heavy Rain,55,343.58
1963,2025-02-24,Vegetables,Clay Loam,10241.91,30.46,14.33,60.38,6.8,4.91,6.38,0.5,0.91,27.01,30.39,1,high,0.76,0,Light Rain,65,108.97
1964,2025-02-24,Vegetables,Peat Mix,13572.6,48.14,13.27,46.59,0,6.53,0.12,0.5,1.01,47.52,13.98,0,medium,0.8,72,Overcast,65,158.66
1965,2025-02-24,Vegetables,Sandy,10770.46,50.15,21.5,42.03,0,24.44,9.12,0.5,0.95,41.85,18.52,0,medium,0.73,72,Partly Cloudy,65,64.3
1966,2025-02-24,Rice,Sandy,8822.19,60.36,12.62,88.27,16.62,10.33,0.83,0.5,1.18,64.39,8.49,0,medium,0.83,10,Heavy Rain,75,65.02
1967,2025-02-24,Rice,Clay Loam,17390.97,61.34,20.96,52.49,0,8.64,4.65,0.5,1.18,56.67,14.66,1,high,0.78,39,Overcast,75,89.22
1968,2025-02-24,Rice,Sandy Loam,9717.65,42.36,18.77,82.47,0,14.53,8.59,0.5,1.16,35.57,31.54,1,critical,0.84,0,Clear,75,107.28
1969,2025-02-24,Rice,Peat Mix,3641.8,51.95,18.39,43.67,0,9.36,4.83,0.5,1.13,47.06,22.35,1,high,0.71,0,Partly Cloudy,75,28.48
1970,2025-02-24,Rice,Clay Loam,17822.36,66.61,12.22,43.84,0,3.45,6.07,0.5,1.08,61.11,11.11,0,medium,0.76,72,Partly Cloudy,75,299.06
1971,2025-02-24,Cotton,Clay,5431.02,61.09,21.98,47.21,0,17.12,4.86,0.5,0.86,56.44,0,0,low,0.8,72,Overcast,45,145.01
1972,2025-02-24,Cotton,Clay Loam,14576.2,40.07,17.01,65.67,0,21.77,7.86,0.5,0.92,33.75,9,0,low,0.71,72,Overcast,45,130.46
1973,2025-02-24,Cotton,Loamy,6467.66,60.7,15.55,48.68,15.62,24.35,5.17,0.5,0.96,59.95,0,0,low,0.74,72,Heavy Rain,45,137.83
1974,2025-02-24,Cotton,Clay Loam,5053.19,47.61,18.05,36.56,0,18.74,9.06,0.5,0.93,39.39,4.49,0,low,0.71,72,Overcast,45,103.44
1975,2025-02-24,Cotton,Peat Mix,12952.69,61.86,11.78,36.95,7.94,18.98,4.79,0.5,0.95,59.35,0,0,low,0.84,72,Light Rain,45,264.36
1976,2025-02-24,Cotton,Peat Mix,11630.07,35.88,15.63,88.25,0,17.76,2.09,0.5,0.91,34.94,8.05,0,low,0.74,72,Overcast,45,88.97
1977,2025-02-25,Wheat,Peat Mix,12514.65,19.58,15.27,39.75,0,16.57,4.01,0.5,1,15.55,27.56,1,critical,0.83,0,Overcast,50,120.77
1978,2025-02-25,Wheat,Clay Loam,19774.03,34.63,13.19,46.69,6.71,5.56,7.06,0.5,0.88,30.3,15.76,0,medium,0.82,72,Light Rain,50,143.16
1979,2025-02-25,Wheat,Sandy,11392.39,29.57,18.82,82.79,0,20.25,4.25,0.5,0.73,26.8,18.56,1,high,0.7,0,Partly Cloudy,50,74.05
1980,2025-02-25,Wheat,Sandy Loam,15522.92,56.7,16.17,70.22,0,13.95,3.26,0.5,0.88,54.29,0,0,low,0.85,72,Clear,50,267.77
1981,2025-02-25,Tomato,Clay Loam,13671.95,26.79,23.66,79.16,0,7.8,4.99,0.5,1.08,22.64,33.89,1,critical,0.77,0,Partly Cloudy,65,162.15
1982,2025-02-25,Tomato,Loamy,11307.5,34.61,21.32,81.25,4.61,6.9,5.87,0.5,0.98,31.21,27.03,1,high,0.71,0,Light Rain,65,106.97
1983,2025-02-25,Tomato,Sandy,13360.87,55.33,16.63,41.68,0,18.76,0.43,0.5,0.95,54.22,8.62,0,low,0.73,72,Sunny,65,245.71
1984,2025-02-25,Tomato,Sandy Loam,17760.91,46.38,18.48,88.49,0,16.5,4.88,0.5,1.04,42.91,17.67,0,medium,0.77,72,Sunny,65,191.64
1985,2025-02-25,Tomato,Clay Loam,15387.51,34.26,23.95,64.9,0,5.22,2.11,0.5,1.07,31.98,26.42,1,high,0.8,0,Clear,65,142.33
1986,2025-02-25,Corn,Clay,17047.13,21.27,23.65,49.92,0,3.62,0.2,0.5,0.86,20.35,27.72,1,critical,0.73,0,Sunny,55,165.36
1987,2025-02-25,Corn,Sandy Loam,7950.37,49.1,14.1,85.41,0,21.53,7.71,0.5,0.8,43.79,8.97,0,low,0.72,72,Overcast,55,69.65
1988,2025-02-25,Corn,Peat Mix,19006.26,32.8,13.14,48.29,0,8.44,9.76,0.5,0.83,24.75,24.2,1,high,0.82,0,Overcast,55,160.98
1989,2025-02-25,Corn,Clay Loam,9661.84,52.9,11.52,88.01,13.31,20.88,8.47,0.5,0.9,50.39,3.69,0,low,0.72,72,Heavy Rain,55,122.13
1990,2025-02-25,Corn,Sandy Loam,9045.08,27.07,21.15,51.41,0,19.86,1.8,0.5,0.91,24.98,24.02,1,high,0.84,0,Clear,55,76.07
1991,2025-02-25,Corn,Clay Loam,16049.17,53.89,13.86,48.92,0,6.16,3.86,0.5,0.98,50.35,3.72,0,low,0.84,72,Clear,55,218.59
1992,2025-02-25,Potato,Clay,11142.61,26.91,15.9,55.02,0,16.18,8.3,0.5,0.91,19.99,36.01,1,critical,0.85,0,Overcast,65,140.4
1993,2025-02-25,Potato,Loamy,10187.11,37.12,13.13,65.24,0,8.01,8.19,0.5,0.93,30.71,27.43,1,high,0.79,0,Clear,65,97.8
1994,2025-02-25,Potato,Sandy Loam,11138.75,75.81,21.82,68.79,1.81,22.12,0.35,0.5,0.92,75.81,0,0,low,0.7,72,Light Rain,65,282.37
1995,2025-02-25,Soybean,Peat Mix,6273.4,31.11,22.87,87.74,11.58,14.22,7.64,0.5,0.71,28.49,21.21,1,high,0.78,45,Heavy Rain,55,46.55
1996,2025-02-25,Soybean,Clay Loam,4250.18,41.6,22.87,67.59,5.87,9.09,5.16,0.5,0.71,38.94,12.85,0,low,0.84,72,Light Rain,55,27.54
1997,2025-02-25,Soybean,Clay,13278.05,62.41,22.62,88.69,22.61,11.08,8.99,0.5,0.83,61.36,0,0,low,0.74,72,Heavy Rain,55,352.27
1998,2025-02-25,Soybean,Loamy,18983.62,60.14,14.41,84.36,6.65,17.64,3.98,0.5,0.87,59.34,0,0,low,0.76,72,Light Rain,55,416.69
1999,2025-02-25,Soybean,Clay Loam,7405.35,44.24,18.09,51.23,0,20.1,8.82,0.5,0.8,36.82,14.54,0,low,0.78,72,Partly Cloudy,55,45.25
2000,2025-02-25,Soybean,Clay,6541.29,43.15,19.86,62.11,0,13.14,4.42,0.5,0.78,39.51,12.39,0,low,0.79,72,Sunny,55,86.8
2001,2025-02-25,Vegetables,Sandy Loam,7561.65,53.57,22.16,72.03,0,7.73,7.09,0.5,0.95,47.76,13.79,0,medium,0.78,72,Overcast,65,30.47
2002,2025-02-25,Vegetables,Sandy Loam,15667.66,58.66,19.88,79.87,0,20.08,0.73,0.5,1.05,58.17,5.46,0,low,0.7,72,Sunny,65,331.68
2003,2025-02-25,Vegetables,Peat Mix,17683.32,46.8,20.68,42.01,0,3.59,2.27,0.5,1.04,43.91,16.87,0,medium,0.71,72,Clear,65,35.9
2004,2025-02-25,Vegetables,Sandy,12717.67,61.34,13.94,73.97,0,24.74,9.94,0.5,1,53.66,9.07,0,low,0.74,72,Clear,65,85.72
2005,2025-02-25,Vegetables,Clay Loam,18427.42,74.38,14.13,66.28,0,19.23,7.04,0.5,1.05,68.72,0,0,low,0.74,72,Partly Cloudy,65,353.44
2006,2025-02-25,Vegetables,Sandy Loam,12572.65,71.58,19.48,40.05,0,11.86,6.72,0.5,1.04,65.13,0,0,low,0.74,72,Sunny,65,216.63
2007,2025-02-25,Rice,Loamy,6351.64,65.09,11.36,57.18,4.12,23.97,9.36,0.5,1.02,58.5,13.2,1,high,0.77,72,Light Rain,75,29.34
2008,2025-02-25,Rice,Sandy Loam,1932.09,87.18,22.81,89.14,0,6.83,3.56,0.5,1,84.62,0,0,low,0.84,72,Sunny,75,36.05
2009,2025-02-25,Rice,Clay,14146.6,73.55,20.1,69.75,12.49,23.5,1.2,0.5,1.19,75.31,0,0,low,0.74,72,Heavy Rain,75,273.17
2010,2025-02-25,Rice,Peat Mix,17788.44,49.18,12.94,62.89,0,6.17,9.88,0.5,1.02,41.24,27.01,1,high,0.74,0,Partly Cloudy,75,168.1
2011,2025-02-25,Rice,Clay Loam,14485.02,84.53,13.9,75.38,22.01,13.12,2.92,0.5,1.02,87.99,0,0,low,0.82,72,Heavy Rain,75,327.65
2012,2025-02-25,Rice,Clay Loam,15917.85,36.04,13.76,41.94,0,8.67,0.18,0.5,1.13,35.05,31.96,1,critical,0.79,0,Clear,75,178.12
2013,2025-02-25,Cotton,Sandy Loam,11545.45,63.04,20.19,40.2,0,10.53,0.99,0.5,0.85,61.38,0,0,low,0.84,72,Overcast,45,300.53
2014,2025-02-25,Cotton,Loamy,3890.38,54.62,13.47,58.6,0,8.9,0.63,0.5,0.9,54.08,0,0,low,0.78,72,Partly Cloudy,45,71.86
2015,2025-02-25,Cotton,Sandy,12575.91,41.25,16.73,44.64,0,7.95,5.94,0.5,0.9,35.88,7.3,0,low,0.72,72,Sunny,45,162.86
2016,2025-02-25,Cotton,Clay Loam,12171.79,44.71,12.99,84.56,0,12.04,4.64,0.5,0.98,41.66,2.67,0,low,0.83,72,Clear,45,200.71
2017,2025-02-26,Wheat,Clay Loam,18420.16,49.35,19.97,63.26,0,22.6,7.12,0.5,0.89,43.44,5.25,0,low,0.85,72,Sunny,50,340.96
2018,2025-02-26,Wheat,Clay Loam,13750.65,55.47,19.7,87.62,0,5.58,9.02,0.5,0.79,48.91,0.87,0,low,0.78,72,Sunny,50,324.52
